date_of_data,facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,last_visit_date,inspection_visits,complaint_visits,other_visits,total_visits,all_visit_dates,inspection_visit_dates,inspect_type_a,inspect_type_b,other_visit_dates,other_type_a,other_type_b,geocoded_address,google_proper_address,latitude,longitude,location_type,partial_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191598056,OPTIONS CDC - ROTARY PARK,OPTIONS-A CHILD CARE AND HUMAN SERVICES AGENCY,BRENDA MCCOY,(626) 305-0713,418 CALIFORNIA ST.,MONROVIA,CA,91016,Los Angeles,33,24,Licensed,1/24/92,,9/11/13,2,2,1,5,"09/11/2013, 02/17/2012, 02/09/2012, 12/12/2011, 01/21/2011","09/11/2013, 12/12/2011",0,1,1/21/11,0,0,"418 CALIFORNIA ST., MONROVIA, CA 91016","418 California Avenue, Monrovia, CA 91016, USA",34.1394853,-117.9949942,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198016248,MARYVALE EARLY EDUCATION CENTER,MARYVALE,STEVE GUNTHER,(626) 357-1514,2502 HUNTINGTON DR.,DUARTE,CA,91010,Los Angeles,33,76,Licensed,2/7/11,,9/24/14,1,0,14,15,"09/24/2014, 08/07/2014, 07/23/2014, 02/21/2014, 02/21/2014, 07/30/2013, 07/30/2013, 07/24/2013, 03/28/2013, 07/03/2012, 06/22/2012, 06/20/2012, 05/22/2012, 09/28/2011, 03/08/2011",2/21/14,0,0,"09/24/2014, 08/07/2014, 07/23/2014, 02/21/2014, 07/30/2013, 07/30/2013, 07/24/2013, 03/28/2013, 07/03/2012, 06/22/2012, 06/20/2012, 05/22/2012, 09/28/2011, 03/08/2011",13,2,"2502 HUNTINGTON DR., DUARTE, CA 91010","2502 Huntington Drive, Duarte, CA 91010, USA",34.1395371,-117.9511724,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,198016249,MARYVALE EARLY EDUCATION CENTER,MARYVALE,STEVE GUNTHER,(626) 357-1514,2502 HUNTINGTON DR.,DUARTE,CA,91010,Los Angeles,33,36,Licensed,2/7/11,,8/7/14,1,0,8,9,"08/07/2014, 07/23/2014, 07/23/2014, 02/21/2014, 03/28/2013, 07/03/2012, 06/20/2012, 05/22/2012, 03/08/2011",2/21/14,0,0,"08/07/2014, 07/23/2014, 07/23/2014, 03/28/2013, 07/03/2012, 06/20/2012, 05/22/2012, 03/08/2011",8,1,"2502 HUNTINGTON DR., DUARTE, CA 91010","2502 Huntington Drive, Duarte, CA 91010, USA",34.1395371,-117.9511724,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,198016250,MARYVALE EARLY EDUCATION CENTER,MARYVALE,STEVE GUNTHER,(626) 357-1514,2502 HUNTINGTON DR.,DUARTE,CA,91010,Los Angeles,33,36,Licensed,2/7/11,,7/23/14,2,1,13,16,"07/23/2014, 02/21/2014, 02/21/2014, 07/24/2013, 03/28/2013, 03/28/2013, 03/28/2013, 12/28/2012, 07/03/2012, 06/22/2012, 06/20/2012, 06/20/2012, 09/28/2011, 09/28/2011, 09/28/2011, 03/08/2011","06/20/2012, 02/21/2014",0,0,"07/23/2014, 02/21/2014, 07/24/2013, 03/28/2013, 03/28/2013, 03/28/2013, 07/03/2012, 06/22/2012, 06/20/2012, 09/28/2011, 09/28/2011, 09/28/2011, 03/08/2011",7,1,"2502 HUNTINGTON DR., DUARTE, CA 91010","2502 Huntington Drive, Duarte, CA 91010, USA",34.1395371,-117.9511724,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191803368,EAGLE ROCK MONTESSORI SCHOOL #1,"DE LARA, UTE HEIDI","DE LARA, UTE",(323) 254-3027,1439 COLORADO BLVD.,LOS ANGELES,CA,90041,Los Angeles,33,74,Licensed,2/20/92,,7/9/13,1,0,1,2,"05/23/2013, 07/09/2013",5/23/13,0,1,7/9/13,0,0,"1439 COLORADO BLVD., LOS ANGELES, CA 90041","1439 Colorado Boulevard, Los Angeles, CA 90041, USA",34.1397284,-118.1955629,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191804294,EAGLE ROCK MONTESSORI SCHOOL #2,DE LARA UTE HEIDE,"DE LARA, UTE",(323) 254-3027,1443 COLORADO BLVD.,LOS ANGELES,CA,90041,Los Angeles,33,44,Licensed,12/3/93,,5/23/13,1,0,0,1,5/23/13,5/23/13,0,0,,0,0,"1443 COLORADO BLVD., LOS ANGELES, CA 90041","1443 Colorado Boulevard, Los Angeles, CA 90041, USA",34.139775,-118.19597,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,198017613,ABILITY FIRST,ABILITY FIRST,KELLY PRIVITT,(626) 396-1010,440 W. LOMITA,GLENDALE,CA,91204,Los Angeles,33,25,Licensed,9/19/13,,12/10/14,1,0,3,4,"12/10/2014, 07/07/2014, 09/17/2013, 08/09/2013",12/10/14,0,0,"07/07/2014, 09/17/2013, 08/09/2013",2,0,"440 W. LOMITA, GLENDALE, CA 91204","440 West Lomita Avenue, Glendale, CA 91204, USA",34.139932,-118.2622235,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198012408,PACIFIC AVENUE EDUCATION CENTER,GLENDALE UNIFIED SCHOOL DISTRICT,STEPHANIE GUERRERO,(818) 547-0103,440 W. LOMITA AVE.,GLENDALE,CA,91204,Los Angeles,33,89,Licensed,3/17/06,,12/23/14,2,0,1,3,"12/23/2014, 05/03/2012, 03/08/2012","12/23/2014, 03/08/2012",0,1,5/3/12,0,0,"440 W. LOMITA AVE., GLENDALE, CA 91204","440 West Lomita Avenue, Glendale, CA 91204, USA",34.139932,-118.2622235,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198012973,"DUARTE MONTESSORI, INC.","DUARTE MONTESSORI SCHOOL, INC.",CHITRA LIYANAGE,(626) 303-2616,1640 E. THIRD STREET,DUARTE,CA,91010,Los Angeles,33,61,Licensed,6/4/07,,5/22/14,2,0,2,4,"05/22/2014, 03/24/2014, 05/05/2011, 04/21/2011","03/24/2014, 04/21/2011",1,1,"05/22/2014, 05/05/2011",0,0,"1640 E. THIRD STREET, DUARTE, CA 91010","1640 3rd Street, Duarte, CA 91010, USA",34.140735,-117.9699583,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198000222,MCA/UNIVERSAL CHILD CARE CENTER,"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",JENNIFER WEST,(818) 777-9130,3737 BARHAM BLVD.,LOS ANGELES,CA,90068,Los Angeles,33,92,Licensed,6/28/94,,4/18/14,2,2,7,11,"04/18/2014, 04/18/2014, 10/17/2013, 10/17/2013, 09/11/2013, 02/26/2013, 07/31/2012, 07/06/2012, 05/29/2012, 06/08/2011, 06/11/2010","06/11/2010, 04/18/2014",0,0,"04/18/2014, 10/17/2013, 10/17/2013, 09/11/2013, 02/26/2013, 07/06/2012, 06/08/2011",1,0,"3737 BARHAM BLVD., LOS ANGELES, CA 90068","3737 Barham Boulevard, Los Angeles, CA 90068, USA",34.140779,-118.342949,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,198000300,MCA/UNIVERSAL INFANT CARE CENTER,"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",JENNIFER WEST,(818) 777-9130,3737 BARHAM BLVD.,LOS ANGELES,CA,90068,Los Angeles,33,38,Licensed,6/28/94,,4/18/14,2,2,1,5,"04/18/2014, 07/31/2012, 07/31/2012, 07/06/2012, 05/29/2012","07/31/2012, 04/18/2014",0,0,7/6/12,0,0,"3737 BARHAM BLVD., LOS ANGELES, CA 90068","3737 Barham Boulevard, Los Angeles, CA 90068, USA",34.140779,-118.342949,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198005543,ENCHANTED CASTLE PASADENA MONTESSORI SCHOOL,"VICTORY MONTESSORI SCHOOLS, INC.",TINA GARCIA,(626) 792-9280,280 S. LOS ROBLES,PASADENA,CA,91101,Los Angeles,33,50,Licensed,12/20/99,,12/12/14,4,8,13,25,"12/12/2014, 10/06/2014, 02/20/2014, 09/20/2013, 04/29/2013, 10/16/2012, 09/12/2012, 09/12/2012, 09/06/2012, 09/06/2012, 02/15/2012, 11/07/2011, 09/28/2011, 05/02/2011, 03/02/2011, 01/12/2011, 01/12/2011, 12/27/2010, 08/10/2010, 08/05/2010, 08/05/2010, 04/28/2010, 04/28/2010, 04/08/2010, 01/26/2010","10/06/2014, 02/20/2014, 04/29/2013, 02/15/2012",1,6,"12/12/2014, 09/20/2013, 10/16/2012, 09/12/2012, 09/06/2012, 11/07/2011, 09/28/2011, 05/02/2011, 03/02/2011, 01/12/2011, 08/05/2010, 04/28/2010, 04/08/2010",8,10,"280 S. LOS ROBLES, PASADENA, CA 91101","280 South Los Robles Avenue, Pasadena, CA 91101, USA",34.1408799,-118.1407548,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197419240,BORN LEARNERS,"BORN LEARNERS, INC.","ELLIOTT, BEATRICE",(818) 991-7752,28348 AGOURA ROAD,AGOURA,CA,91301,Los Angeles,30,21,Licensed,4/1/14,,3/7/14,0,0,1,1,3/7/14,,0,0,3/7/14,0,0,"28348 AGOURA ROAD, AGOURA, CA 91301","28348 Agoura Road, Agoura Hills, CA 91301, USA",34.140959,-118.744577,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,198017094,CARPENTER STAR,"STAR SPORTS, THEATER, ARTS & RECREATION, INC.","SHAPIRO, RACHEL",(818) 212-7868,3909 CARPENTER AVENUE,STUDIO CITY,CA,91604,Los Angeles,33,90,Licensed,8/14/13,,3/24/14,0,1,2,3,"03/24/2014, 03/24/2014, 08/12/2013",,0,0,"03/24/2014, 08/12/2013",0,0,"3909 CARPENTER AVENUE, STUDIO CITY, CA 91604","3909 Carpenter Avenue, Studio City, CA 91604, USA",34.1410157,-118.3923181,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,198013770,LITTLE SCHOLARS MONTESSORI PRESCHOOL,"SAI ROSE GLOBAL, LLC",GOWRY ROSE KUMAR,(626) 359-6011,1014 HIGHLAND AVENUE,DUARTE,CA,91010,Los Angeles,33,11,Licensed,1/4/08,,10/1/14,2,0,3,5,"10/01/2014, 09/16/2014, 03/10/2014, 02/20/2014, 02/03/2010","02/20/2014, 02/03/2010",0,4,"10/01/2014, 09/16/2014, 03/10/2014",2,1,"1014 HIGHLAND AVENUE, DUARTE, CA 91010","1014 Highland Avenue, Duarte, CA 91010, USA",34.1411139,-117.965702,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,198012878,LITTLE SCHOLARS MONTESSORI PRESCHOOL,"SAI ROSE GLOBAL, LLC",GOWRY ROSE KUMAR,(626) 359-6011,1014 HIGHLAND AVENUE,DUARTE,CA,91010,Los Angeles,33,12,Licensed,5/26/07,,10/1/14,2,0,2,4,"10/01/2014, 06/10/2014, 04/26/2011, 04/26/2011","06/10/2014, 04/26/2011",0,0,"10/01/2014, 04/26/2011",2,0,"1014 HIGHLAND AVENUE, DUARTE, CA 91010","1014 Highland Avenue, Duarte, CA 91010, USA",34.1411139,-117.965702,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198012877,LITTLE SCHOLARS MONTESSORI PRESCHOOL,"SAI ROSE GLOBAL, LLC",GOWRY ROSE KUMAR,(626) 359-6011,1014 HIGHLAND AVENUE,DUARTE,CA,91010,Los Angeles,33,56,Licensed,5/26/07,,12/16/14,2,3,4,9,"12/16/2014, 10/20/2014, 10/01/2014, 09/16/2014, 06/10/2014, 03/10/2014, 10/03/2012, 04/26/2011, 11/25/2009","03/10/2014, 10/03/2012",0,2,"12/16/2014, 10/20/2014, 10/01/2014, 04/26/2011",0,0,"1014 HIGHLAND AVENUE, DUARTE, CA 91010","1014 Highland Avenue, Duarte, CA 91010, USA",34.1411139,-117.965702,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191231022,HAMILTON PRESCHOOL,PASADENA UNIFIED SCHOOL DISTRICT CHILD DEVELOPMENT,FRANCES WEISSENBERGER,(626) 793-0678,2089 ROSA VILLA ST. RM. 102,PASADENA,CA,91107,Los Angeles,33,20,Licensed,9/15/94,,9/5/13,1,0,0,1,9/5/13,9/5/13,0,0,,0,0,"2089 ROSA VILLA ST. RM. 102, PASADENA, CA 91107","2089 Rose Villa Street, Pasadena, CA 91107, USA",34.1411696,-118.1072496,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197412909,CORNERSTONE PRESCHOOL,"GIUFFRIDA, MELISA / HASEN, ROBIN",ROBIN HASEN,(818) 991-5439,5004 LEWIS ROAD,AGOURA HILLS,CA,91301,Los Angeles,30,90,Licensed,11/7/05,,12/2/14,2,3,1,6,"12/02/2014, 01/09/2013, 01/09/2013, 08/03/2012, 05/08/2012, 10/28/2010","12/02/2014, 10/28/2010",0,1,1/9/13,0,0,"5004 LEWIS ROAD, AGOURA HILLS, CA 91301","5004 Lewis Road, Agoura Hills, CA 91301, USA",34.1413585,-118.7427535,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191596484,MONROVIA UNIFIED SCHOOL DISTRICT-PRESCHOOL CENTER,MONROVIA UNIFIED SCHOOL DISTRICT,MARIANA SANCHEZ,(626) 471-2001,1000 S. CANYON BLVD.,MONROVIA,CA,91016,Los Angeles,33,190,Licensed,2/1/92,,10/20/14,4,0,1,5,"10/20/2014, 02/24/2012, 01/20/2011, 01/29/2010, 11/18/2009","10/20/2014, 02/24/2012, 01/20/2011, 01/29/2010",0,2,11/18/09,0,0,"1000 S. CANYON BLVD., MONROVIA, CA 91016","1000 South Canyon Boulevard, Monrovia, CA 91016, USA",34.1414251,-117.9961989,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,198001578,"CHILD EDUCATIONAL CENTER, CALTECH/JPL COMMUNITY","CHILD EDUCATIONAL CENTER, CALTECH/JPL COMMUNITY",SHAKE AMZOYAN,(818) 354-3418,250 S. MICHIGAN,PASADENA,CA,91106,Los Angeles,33,42,Licensed,1/23/96,,2/7/14,1,0,0,1,2/7/14,2/7/14,0,0,,0,0,"250 S. MICHIGAN, PASADENA, CA 91106","250 South Michigan Avenue, Pasadena, CA 91106, USA",34.1414975,-118.1259413,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198016427,CHILD EDUCATIONAL CTR. CO-OPERATIVE PS AT CALTECH,CHILD EDUCATIONAL CENTER CALTECH/JPL COMMUNITY,CHRISTINA BOGAN,(818) 354-3418,250-56 SOUTH MICHIGAN AVENUE,PASADENA,CA,91106,Los Angeles,33,38,Licensed,1/5/12,,11/20/14,1,0,2,3,"11/20/2014, 11/20/2014, 09/09/2011",11/20/14,0,0,"11/20/2014, 09/09/2011",0,0,"250-56 SOUTH MICHIGAN AVENUE, PASADENA, CA 91106","250 South Michigan Avenue, Pasadena, CA 91106, USA",34.1414975,-118.1259413,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191501923,HAYDEN CHILD CARE CENTER,"SANT TERESITA MEDICAL CENTER, INC.",SR. LOURDES SERRANO,(626) 359-9592,819 BUENA VISTA ST.,DUARTE,CA,91010,Los Angeles,33,60,Licensed,12/11/93,,3/17/14,2,1,3,6,"03/17/2014, 09/09/2013, 07/03/2012, 01/21/2011, 06/24/2010, 05/14/2010","09/09/2013, 01/21/2011",0,1,"07/03/2012, 06/24/2010, 05/14/2010",0,0,"819 BUENA VISTA ST., DUARTE, CA 91010","819 Buena Vista Street, Duarte, CA 91010, USA",34.1421705,-117.9787795,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191596680,FOOTHILL OAKS ACADEMY,ANITA OAKS SCHOOL,JANA JACKSON,(818) 301-1354,822 BRADBOURNE ST.,DUARTE,CA,91010,Los Angeles,33,60,Licensed,6/17/91,,2/13/14,1,0,0,1,2/13/14,2/13/14,0,0,,0,0,"822 BRADBOURNE ST., DUARTE, CA 91010","822 Bradbourne Avenue, Duarte, CA 91010, USA",34.1422404,-117.9590196,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191201781,FIRST LUTHERAN DAY SCHOOL,FIRST LUTHERAN CHURCH OF GLENDALE,AYDEE QUINTANA,(818) 244-7319,1300 E COLORADO BLVD,GLENDALE,CA,91205,Los Angeles,33,63,Licensed,4/22/92,,7/3/14,2,0,1,3,"07/03/2014, 07/12/2013, 08/11/2010","07/12/2013, 08/11/2010",0,1,7/3/14,0,0,"1300 E COLORADO BLVD, GLENDALE, CA 91205","1300 East Colorado Street, Glendale, CA 91205, USA",34.1425007,-118.2379464,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,191223376,ABILITY FIRST,ABILITY FIRST,"BARKYOUMB, MICHAEL",(626) 449-5661,201 SOUTH KINNELOA AVENUE,PASADENA,CA,91101,Los Angeles,33,106,Licensed,6/15/87,,12/12/14,2,1,10,13,"12/12/2014, 11/21/2014, 08/29/2014, 05/01/2014, 05/01/2014, 07/31/2013, 03/12/2013, 04/22/2011, 11/30/2010, 10/01/2010, 09/20/2010, 08/30/2010, 08/06/2010","05/01/2014, 08/06/2010",10,4,"12/12/2014, 11/21/2014, 08/29/2014, 05/01/2014, 07/31/2013, 03/12/2013, 04/22/2011, 11/30/2010, 09/20/2010, 08/30/2010",11,0,"201 SOUTH KINNELOA AVENUE, PASADENA, CA 91101","201 South Kinneloa Avenue, Pasadena, CA 91107, USA",34.1425776,-118.0859526,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198011391,GLENDALE BRIGHT START,EMMA AROUTIOUNIAN AND MARGARET HARVAND,MARGARET HARVAND,(818) 244-2300,411 E. COLORADO STREET,GLENDALE,CA,91205,Los Angeles,33,39,Licensed,3/31/05,,6/20/14,2,0,0,2,"06/20/2014, 01/25/2012","06/20/2014, 01/25/2012",0,4,,0,0,"411 E. COLORADO STREET, GLENDALE, CA 91205","411 East Colorado Street, Glendale, CA 91205, USA",34.1426518,-118.2508695,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191205048,GLENDALE PRESCHOOL AND KINDERGARTEN,IRENE ZUKAS BRACCI,IRENE ZUKAS BRACCI,(818) 244-4567,225 SOUTH VERDUGO ROAD,GLENDALE,CA,91205,Los Angeles,33,84,Licensed,11/17/95,,8/14/14,2,0,2,4,"08/14/2014, 09/18/2012, 09/18/2012, 09/18/2012","08/14/2014, 09/18/2012",0,1,"09/18/2012, 09/18/2012",0,0,"225 SOUTH VERDUGO ROAD, GLENDALE, CA 91205","225 South Verdugo Road, Glendale, CA 91205, USA",34.1433813,-118.2344138,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,198002592,PASADENA CITY COLLEGE CHILD DEVELOPMENT CENTER,PASADENA AREA COMMUNITY COLLEGE DISTRICT,NICKI A. HARMON,(626) 585-3180,1324 E. GREEN ST.,PASADENA,CA,91106,Los Angeles,33,25,Licensed,11/18/96,,7/9/14,2,0,0,2,"07/09/2014, 02/23/2011","07/09/2014, 02/23/2011",0,5,,0,0,"1324 E. GREEN ST., PASADENA, CA 91106","1324 East Green Street, Pasadena, CA 91106, USA",34.1443043,-118.1232485,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198002397,PASADENA CITY COLLEGE CHILD DEVELOPMENT CENTER,PASADENA AREA COMMUNITY COLLEGE DISTRICT,NICKI A. HARMON,(626) 585-3180,1324 E. GREEN ST.,PASADENA,CA,91106,Los Angeles,33,82,Licensed,11/18/96,,12/3/13,2,0,0,2,"12/03/2013, 02/04/2010","12/03/2013, 02/04/2010",0,4,,0,0,"1324 E. GREEN ST., PASADENA, CA 91106","1324 East Green Street, Pasadena, CA 91106, USA",34.1443043,-118.1232485,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198000616,GLENDALE PRESBYTERIAN PRESCHOOL,GLENDALE PRESBYTERIAN CHURCH,ALISA EDWARDS,(818) 242-2660,125 S. LOUISE,GLENDALE,CA,91205,Los Angeles,33,75,Licensed,11/22/94,,12/30/14,3,0,5,8,"12/30/2014, 05/02/2014, 05/02/2014, 01/16/2014, 04/19/2013, 02/26/2013, 02/12/2013, 11/09/2009","05/02/2014, 02/12/2013, 11/09/2009",0,6,"12/30/2014, 05/02/2014, 01/16/2014, 04/19/2013, 02/26/2013",2,0,"125 S. LOUISE, GLENDALE, CA 91205","125 South Louise Street, Glendale, CA 91205, USA",34.1448124,-118.2528674,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198009436,INTERNATIONAL MONTESSORI ACADEMY - WEST CAMPUS,"FERNWAY CORP.,INC.",YOLANDA SOLLITTO,(626) 792-4505,355 GREEN ST.,PASADENA,CA,91105,Los Angeles,33,92,Licensed,9/5/03,,8/28/14,2,0,7,9,"08/28/2014, 02/14/2014, 02/14/2014, 06/18/2013, 05/07/2013, 03/27/2013, 12/27/2012, 06/22/2012, 04/27/2012","08/28/2014, 03/27/2013",0,0,"02/14/2014, 02/14/2014, 06/18/2013, 05/07/2013, 12/27/2012, 06/22/2012, 04/27/2012",3,2,"355 GREEN ST., PASADENA, CA 91105","355 West Green Street, Pasadena, CA 91105, USA",34.1449713,-118.1578851,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197407857,PARTNERS IN LEARNING PRESCHOOL AND KINDERGARTEN,"LORELIN EDUCATIONAL CENTERS, INC.","FRIED, LORELLE",(818) 865-8600,5251 CHESEBRO ROAD,AGOURA HILLS,CA,91301,Los Angeles,30,110,Licensed,8/24/01,,2/21/14,4,0,0,4,"02/21/2014, 03/13/2013, 06/10/2011, 10/27/2010","02/21/2014, 03/13/2013, 06/10/2011, 10/27/2010",0,0,,0,0,"5251 CHESEBRO ROAD, AGOURA HILLS, CA 91301","5251 Chesebro Road, Agoura Hills, CA 91301, USA",34.1449938,-118.7390989,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197414804,MONTESSORI SCHOOL OF AGOURA,"SWING SET, A CALIFORNIA CORPORATION, THE","KUNSTLER, KAREN",(818) 991-8936,28124 DRIVER AVENUE,AGOURA,CA,91301,Los Angeles,30,57,Licensed,1/25/08,,10/17/14,1,0,3,4,"10/17/2014, 08/28/2014, 11/21/2013, 06/21/2013",11/21/13,0,2,"10/17/2014, 08/28/2014, 06/21/2013",1,1,"28124 DRIVER AVENUE, AGOURA, CA 91301","28124 West Driver Avenue, Agoura Hills, CA 91301, USA",34.1452872,-118.739806,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,191595088,OPTIONS-SURROUND CARE-BRADOAKS,OPTIONS-A CHILD CARE & HUMAN SERVICES,SONIA HENEIN,(818) 284-9935,930 E. LEMON,MONROVIA,CA,91016,Los Angeles,33,28,Inactive,3/16/90,,12/16/08,0,0,0,0,,,0,0,,0,0,"930 E. LEMON, MONROVIA, CA 91016","930 East Lemon Avenue, Monrovia, CA 91016, USA",34.145898,-117.984514,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198017926,MONROVIA PRESCHOOL,TANIA TORRES,TANIA TORRES,(626) 357-2838,303 W. COLORADO BLVD.,MONROVIA,CA,91016,Los Angeles,33,43,Licensed,8/19/14,,7/29/14,0,0,1,1,7/29/14,,0,0,7/29/14,0,0,"303 W. COLORADO BLVD., MONROVIA, CA 91016","303 West Colorado Boulevard, Monrovia, CA 91016, USA",34.14614,-118.005762,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,198017936,MONROVIA SCHOOL AGE,"TORRES, TANIA","TORRES, TANIA",(626) 357-2838,303 W. COLORADO BLVD,MONROVIA,CA,91016,Los Angeles,33,27,Licensed,8/19/14,,7/29/14,0,0,1,1,7/29/14,,0,0,7/29/14,0,0,"303 W. COLORADO BLVD, MONROVIA, CA 91016","303 West Colorado Boulevard, Monrovia, CA 91016, USA",34.14614,-118.005762,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198013009,LYCEE INTERNATIONAL DE LOS ANGELES,LYCEE INTERNATIONAL DE LOS ANGELES,ELIZABETH CHAPONOT,(626) 793-0943,30 N. MARION AVENUE,PASADENA,CA,91106,Los Angeles,33,40,Licensed,8/8/07,,9/26/11,1,0,0,1,9/26/11,9/26/11,0,2,,0,0,"30 N. MARION AVENUE, PASADENA, CA 91106","30 Marion Avenue, Pasadena, CA 91106, USA",34.146167,-118.1183941,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191596102,OPTIONS-HEAD START-RECREATION PARK,OPTIONS-A CHILD CARE AND HUMAN SERVICES AGENCY,MELISSA AGUIRRE,(818) 303-7325,527 S. MOUNTAIN,MONROVIA,CA,91016,Los Angeles,33,22,Licensed,5/9/90,,1/24/14,2,0,0,2,"01/24/2014, 12/12/2011","01/24/2014, 12/12/2011",0,0,,0,0,"527 S. MOUNTAIN, MONROVIA, CA 91016","527 South Mountain Avenue, Monrovia, CA 91016, USA",34.1463786,-117.9863091,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
